recall_id,title,organization,product_name,issue,category,updated_at,data_received_at,issue_category
77366,Pufferz Puffer Yoyo type ball recalled due to strangulation hazard ,Consumer product safety,Pufferz Puffer Yoyo type ball,Strangulation hazard,,2025-05-01,2025-06-20 15:13:01.237253,Toys and games
77375,LIDODAN ENDOTRACHEAL NON-AEROSOL SPRAY: Dispensers from the affected lot may leak.,Drugs and health products,LIDODAN ENDOTRACHEAL NON-AEROSOL SPRAY,Product quality,,2025-05-01,2025-06-20 15:13:01.237253,Drugs
74249,Transport Canada Recall - 2023477 - FORD,TC,Light Truck & Van recalled by FORD,Visual System,SUV,2025-05-01,2025-06-20 15:13:01.237253,Light Truck & Van
77340,Transport Canada Recall - 2025208 - KEYSTONE,TC,RV Trailer recalled by KEYSTONE,Structure,,2025-05-01,2025-06-20 15:13:01.237253,RV Trailer
77361,Ninja Foodi Tendercrisp multi-cookers’ pressure cooking lid recalled due to potential burn hazard ,Consumer product safety,Ninja Foodi Tendercrisp multi-cookers' pressure cooking lid,Burn hazard,,2025-05-01,2025-06-20 15:13:01.237253,Household items
74801,Transport Canada Recall - 2023684 - TOYOTA,TC,Minivan recalled by TOYOTA,Airbag,SUV - Car,2025-05-01,2025-06-20 15:13:01.237253,Minivan
77369,BD Cathena™ Safety IV Catheter With BD Multiguard™ Technology 20 G X 1.0 In,Medical devices,BD Cathena™ Safety IV Catheter With BD Multiguard™ Technology 20 G X 1.0 In,Performance,,2025-05-01,2025-06-20 15:13:01.237253,General and plastic surgery
77370,Centricity High Acuity (CHA) Components,Medical devices,Centricity High Acuity (CHA) Components,Performance,,2025-05-01,2025-06-20 15:13:01.237253,General hospital and personal use
77372,Laboratoire Suisse - Probiotic Antibiotic Support Kids: The total bacterial count is out of specification in the affected batch.,Drugs and health products,Laboratoire Suisse - Probiotic Antibiotic Support Kids,Product quality,,2025-05-01,2025-06-20 15:13:01.237253,Natural health products
77373,Adorable Wampole - ProbioMax Antibiotic Protection Kids: The total bacterial count may be out of specification in the affected batch. ,Drugs and health products,Adorable Wampole - ProbioMax Antibiotic Protection Kids,Product quality,,2025-05-01,2025-06-20 15:13:01.237253,Natural health products
77350,WATIER Age Control Supreme Sublime Advanced Rich day cream recalled due to microbial contamination,Consumer product safety,Age Control Supreme Sublime Advanced Rich day cream,Microbial hazard,,2025-04-30,2025-06-20 15:13:01.237253,Beauty and personal care
77367,Centricity High Acuity (CHA) System,Medical devices,Centricity High Acuity (CHA) System,Performance,,2025-04-30,2025-06-20 15:13:01.237253,General hospital and personal use
77368,Codman Disposable Perforator,Medical devices,Codman Disposable Perforator,Performance,,2025-04-30,2025-06-20 15:13:01.237253,Neurology
77357,Lidocaine Hydrochloride and Epinephrine Injection USP: Affected lot may contain particles.,Drugs and health products,Lidocaine Hydrochloride and Epinephrine Injection USP,Product quality,,2025-04-29,2025-06-20 15:13:01.237253,Drugs
77371,Transport Canada Recall - 2025231 - ALLIANCE RV,TC,RV Trailer recalled by ALLIANCE RV,Structure,,2025-04-29,2025-06-20 15:13:01.237253,RV Trailer
77359,Portrait HSWXB,Medical devices,Portrait HSWXB,Performance,,2025-04-29,2025-06-20 15:13:01.237253,Cardiovascular
77358,MyBlend CellSynergy,Medical devices,MyBlend CellSynergy,Unauthorised device,,2025-04-29,2025-06-20 15:13:01.237253,Ophthalmology
76820,Transport Canada Recall - 2024777 - FORD,TC,SUV recalled by FORD,Visual System,,2025-04-29,2025-06-20 15:13:01.237253,SUV
77356,MyBlend MyLEDMask,Medical devices,MyBlend MyLEDMask,Unauthorised device,,2025-04-29,2025-06-20 15:13:01.237253,Ophthalmology
77354,RIVA-FLUOXETINE: Affected lots exceed the interim acceptable intake limit for N-nitroso-fluoxetine.,Drugs and health products,RIVA-FLUOXETINE 10mg,Product quality,,2025-04-29,2025-06-20 15:13:01.237253,Drugs
77349,"Microstream™ Advance Intubated CO2 Filter Line, VitaLine® Intubated CO2 FilterLine and FilterLine® Intubated CO2 Filter Line",Medical devices,"Microstream™ Advance Intubated CO2 Filter Line, VitaLine® Intubated CO2 FilterLine and FilterLine® Intubated CO2 Filter Line",Performance,,2025-04-29,2025-06-20 15:13:01.237253,Anaesthesiology
77348,TufTex® Embolectomy and Pruitt® Occlusion Catheters,Medical devices,TufTex® Embolectomy and Pruitt® Occlusion Catheters,Sterility,,2025-04-29,2025-06-20 15:13:01.237253,Cardiovascular
77345,CADD-Solis™ Ambulatory Infusion Pump,Medical devices,CADD-Solis™ Ambulatory Infusion Pump,Performance,,2025-04-28,2025-06-20 15:13:01.237253,General hospital and personal use
77363,Lil' Juan's brand and Lucia's brand Mexican Style Pork Carnitas recalled due to pieces of wood,CFIA,Mexican Style Pork Carnitas,Extraneous Material,,2025-04-28,2025-06-20 15:13:01.237253,Processed
77353,Le Chef et Moi brand Chicken Meatballs in Marinara Sauce recalled due to undeclared milk,CFIA,Chicken Meatballs in Marinara Sauce,Milk,,2025-04-28,2025-06-20 15:13:01.237253,Meat and poultry
77352,PRO-FLUOXETINE: Affected lots exceed the interim acceptable intake limit for N-nitroso-fluoxetine.,Drugs and health products,PRO-FLUOXETINE,Product quality,,2025-04-28,2025-06-20 15:13:01.237253,Drugs
77351,PMS-FLUOXETINE: Affected lots exceed the interim acceptable intake limit for N-nitroso-fluoxetine.,Drugs and health products,PMS-FLUOXETINE,Product quality,,2025-04-28,2025-06-20 15:13:01.237253,Drugs
77346,CADD-Solis™ Ambulatory Infusion Pump,Medical devices,CADD-Solis™ Ambulatory Infusion Pump,Performance,,2025-04-28,2025-06-20 15:13:01.237253,General hospital and personal use
77347,Hemospray® Kit,Medical devices,Hemospray® Kit,Performance,,2025-04-28,2025-06-20 15:13:01.237253,Gastroenterology and urology
77344,REMISOL Advance,Medical devices,REMISOL Advance,Performance,,2025-04-28,2025-06-20 15:13:01.237253,General hospital and personal use
76957,Transport Canada Recall - 2025060 - CANADIAN MOTOR IMPORT INC.,TC,Restricted-Use Vehicle recalled by CANADIAN MOTOR IMPORT INC.,Structure,,2025-04-28,2025-06-20 15:13:01.237253,Restricted-Use Vehicle
77333,Health Canada warns that certain children’s jewellery available on Amazon.ca contain lead in excess of allowable limits ,Consumer product safety,SUZUTOY Charm Bracelet Making Kit for Girls,Chemical hazard,,2025-04-28,2025-06-20 15:13:01.237253,Jewellery
77332,Health Canada warns that certain children’s jewellery available on Amazon.ca contain lead in excess of allowable limits,Consumer product safety,Dckazz Stitch and Scrump Best Friends Necklace,Chemical hazard,,2025-04-28,2025-06-20 15:13:01.237253,Jewellery
77247,Transport Canada Recall - 2025161 - ARGO,TC,Restricted-Use Vehicle recalled by ARGO,Powertrain,,2025-04-28,2025-06-20 15:13:01.237253,Restricted-Use Vehicle
77185,Venue Fit and Venue Go ,Medical devices,Venue Fit and Venue Go ,Performance,,2025-04-28,2025-06-20 15:13:01.237253,Physical medicine
77343,IceSeed 1.5 CX 90 Needle,Medical devices,IceSeed 1.5 CX 90 Needle,Performance,,2025-04-28,2025-06-20 15:13:01.237253,General and plastic surgery
77338,Transport Canada Recall - 2025205 - KAWASAKI,TC,Restricted-Use Vehicle recalled by KAWASAKI,Seats And Restraints,,2025-04-25,2025-06-20 15:13:01.237253,Restricted-Use Vehicle
77342,Transport Canada Recall - 2025211 - MERCEDES-BENZ,TC,Car recalled by MERCEDES-BENZ,Seats And Restraints,,2025-04-25,2025-06-20 15:13:01.237253,Car
77341,Transport Canada Recall - 2025210 - CANADIAN MOTOR IMPORT INC.,TC,Motorcycle recalled by CANADIAN MOTOR IMPORT INC.,Brakes,,2025-04-25,2025-06-20 15:13:01.237253,Motorcycle
77339,Transport Canada Recall - 2025207 - COOPER TIRE,TC,Tire recalled by COOPER TIRE,Tires,,2025-04-25,2025-06-20 15:13:01.237253,Tire
77337,Transport Canada Recall - 2025204 - FIAT CHRYSLER AUTOMOBILES,TC,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Visual System,,2025-04-25,2025-06-20 15:13:01.237253,SUV
77336,Transport Canada Recall - 2025203 - FOREST RIVER,TC,RV Trailer recalled by FOREST RIVER,Accessories,,2025-04-25,2025-06-20 15:13:01.237253,RV Trailer
77335,Transport Canada Recall - 2025201 - MASERATI,TC,Car recalled by MASERATI,Label,,2025-04-25,2025-06-20 15:13:01.237253,Car
77326,Tempus Pro Monitor,Medical devices,Tempus Pro Monitor ,Performance,,2025-04-25,2025-06-20 15:13:01.237253,Cardiovascular
77314,Sondiko Butane Torch Lighter recalled due to fire hazard ,Consumer product safety,Sondiko Butane Torch Lighter,Fire hazard,,2025-04-24,2025-06-20 15:13:01.237253,Household items
77360,Marie Sharp's brand Original Garlic Habanero Pepper Sauce recalled due to spoilage,CFIA,Original Garlic Habanero Pepper Sauce,Other,,2025-04-24,2025-06-20 15:13:01.237253,Condiments
77329,SALOFALK 500mg: tablets may show black spots due to the oxidation of the active ingredient.,Drugs and health products,SALOFALK 500mg,Product quality,,2025-04-24,2025-06-20 15:13:01.237253,Drugs
77328,JAMP-MONTELUKAST 10mg: may contain foreign fragments of pink candesartan tablets,Drugs and health products,JAMP-MONTELUKAST 10mg,Contamination,,2025-04-24,2025-06-20 15:13:01.237253,Drugs
77324,Crystal E-Liquid recalled due to lack of child-resistant packaging,Consumer product safety,"Crystal E-Liquid, multiple flavours and nicotine concentrations ",Labelling and packaging,,2025-04-24,2025-06-20 15:13:01.237253,Vaping and tobacco products
77182,Stryker Instruments System 8 and 9 Saws,Medical devices,Stryker Instruments System 8 and 9 Saws,Performance,Orthopaedics - General and plastic surgery,2025-04-24,2025-06-20 15:13:01.237253,Dental
77306,Transport Canada Recall - 2025193 - HYUNDAI,TC,SUV recalled by HYUNDAI,Brakes,,2025-04-24,2025-06-20 15:13:01.237253,SUV
77213,Transport Canada Recall - 2025155 - NISSAN,TC,SUV recalled by NISSAN,Label,,2025-04-24,2025-06-20 15:13:01.237253,SUV
76939,Transport Canada Recall - 2025040 - DAIMLER TRUCK NORTH AMERICA,TC,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,High Voltage,Med. & H.D.,2025-04-24,2025-06-20 15:13:01.237253,Truck
75224,Transport Canada Recall - 2024124 - FORD,TC,Light Truck & Van recalled by FORD,High Voltage,,2025-04-24,2025-06-20 15:13:01.237253,Light Truck & Van
77153,Transport Canada Recall - 2025127 - BLUE BIRD,TC,School Bus recalled by BLUE BIRD,High Voltage,,2025-04-23,2025-06-20 15:13:01.237253,School Bus
77316,Pacemaker Packs,Medical devices,Pacemaker Packs,Performance,,2025-04-23,2025-06-20 15:13:01.237253,General hospital and personal use
77321,CADD-Solis Ambulatory Infusion Pump,Medical devices,CADD-Solis Ambulatory Infusion Pump,Performance,,2025-04-23,2025-06-20 15:13:01.237253,General hospital and personal use
77322,WB Anatomic Healing Abutment XC,Medical devices,WB Anatomic Healing Abutment XC,Labelling and packaging,,2025-04-23,2025-06-20 15:13:01.237253,Dental
77325,Enteric Coated Daily Low Dose ASA 81mg: free salicylic acid can be out of specification,Drugs and health products,Enteric Coated Daily Low Dose ASA 81mg,Product quality,,2025-04-23,2025-06-20 15:13:01.237253,Drugs
77327,Fairway Market brand croissants recalled due to undeclared egg,CFIA,Croissants,Egg,,2025-04-23,2025-06-20 15:13:01.237253,Grain products
77334,Campbell's Verve brand and Campbell's brand frozen soup recalled due to pieces of wood,CFIA,Frozen soup,Extraneous Material,,2025-04-23,2025-06-20 15:13:01.237253,Multiple food items
77315,Philips CT Big Bore,Medical devices,Philips CT Big Bore,Performance,,2025-04-22,2025-06-20 15:13:01.237253,Radiology
77319,JAMP Valproic Acid Oral Solution: Presence of large solid crystals in affected lots,Drugs and health products,JAMP Valproic Acid Oral Solution,Product quality,,2025-04-22,2025-06-20 15:13:01.237253,Drugs
77318,Bard® Gastric and Esophageal Balloons,Medical devices,Bard® Gastric and Esophageal Balloons,Performance,,2025-04-22,2025-06-20 15:13:01.237253,Gastroenterology and urology
77313,FRED Easyport,Medical devices,FRED Easyport,Performance,,2025-04-22,2025-06-20 15:13:01.237253,Cardiovascular
77298,Chews Life Silicone Rosary and Decade Teethers recalled due to choking hazard ,Consumer product safety,Silicone Rosary and Decade Teethers,Choking hazard,,2025-04-22,2025-06-20 15:13:01.237253,Household items
77312,Kinesia ONE and Kinesia 360,Medical devices,Kinesia ONE and Kinesia 360,Unauthorised device,,2025-04-22,2025-06-20 15:13:01.237253,Neurology
77301,Sweet Cream brand and D. Effe T. brand frozen pastries recalled due to Salmonella,CFIA,Frozen pastries,Salmonella,,2025-04-19,2025-06-20 15:13:01.237253,Other
77302,Three lots of JAMP Valproic Acid Oral Solution recalled,Communications and Public Affairs Branch,JAMP Valproic Acid Oral Solution 250 mg/5 mL (DIN 02532441),Product quality,,2025-04-18,2025-06-20 15:13:01.237253,Drugs
77304,Transport Canada Recall - 2025191 - VOLKSWAGEN,TC,Minivan recalled by VOLKSWAGEN,Lights And Instruments,,2025-04-17,2025-06-20 15:13:01.237253,Minivan
77323,"Binggrae brand Power Cap, Watermelon Flavored Ice Tube recalled due to undeclared milk",CFIA,"Power Cap, Watermelon Flavored Ice Tube",Milk,,2025-04-17,2025-06-20 15:13:01.237253,Other
77311,Transport Canada Recall - 2025198 - FORD,TC,Light Truck & Van recalled by FORD,Brakes,Light Truck & Van,2025-04-17,2025-06-20 15:13:01.237253,SUV
77310,Transport Canada Recall - 2025197 - FORD,TC,Light Truck & Van recalled by FORD,High Voltage,,2025-04-17,2025-06-20 15:13:01.237253,Light Truck & Van
77309,Transport Canada Recall - 2025196 - FORD,TC,SUV recalled by FORD,Powertrain,,2025-04-17,2025-06-20 15:13:01.237253,SUV
77308,Transport Canada Recall - 2025195 - MERCEDES-BENZ,TC,Car recalled by MERCEDES-BENZ,Electrical,,2025-04-17,2025-06-20 15:13:01.237253,Car
77307,Transport Canada Recall - 2025194 - POLARIS,TC,Restricted-Use Vehicle recalled by POLARIS,Seats And Restraints,,2025-04-17,2025-06-20 15:13:01.237253,Restricted-Use Vehicle
77305,Transport Canada Recall - 2025192 - FIAT CHRYSLER AUTOMOBILES,TC,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Visual System,,2025-04-17,2025-06-20 15:13:01.237253,Light Truck & Van
77303,Transport Canada Recall - 2025187 - HARLEY-DAVIDSON,TC,Motorcycle recalled by HARLEY-DAVIDSON,Lights And Instruments,,2025-04-17,2025-06-20 15:13:01.237253,Motorcycle
77299,Captain's Choice brand Shredded Coconut recalled due to Salmonella,CFIA,Shredded Coconut,Salmonella,,2025-04-17,2025-06-20 15:13:01.237253,Frozen
77297,Seoulmama brand Shrimp Fried Rice recalled due to undeclared milk,CFIA,Shrimp Fried Rice,Milk,,2025-04-17,2025-06-20 15:13:01.237253,Frozen
77283,VEVOR Wooden High Chair for Babies &Toddlers recalled due to entrapment hazard,Consumer product safety,VEVOR Wooden High Chair for Babies & Toddlers,Entrapment hazard,,2025-04-17,2025-06-20 15:13:01.237253,Household items
77226,The North Face Women’s Shellista V Mid Waterproof Boots recalled due to potential fall hazard,Consumer product safety,The North Face Women’s Shellista V Mid Waterproof Boots,Fall hazard,,2025-04-17,2025-06-20 15:13:01.237253,Footwear
77195,Plant Up brand Plant-based Butter Chik'n Bites recalled due to undeclared milk,CFIA,Plant-based Butter Chik'n Bites,Milk,,2025-04-17,2025-06-20 15:13:01.237253,Other
76997,Transport Canada Recall - 2025054 - HYUNDAI,TC,SUV recalled by HYUNDAI,Brakes,,2025-04-17,2025-06-20 15:13:01.237253,SUV
77276,Uberhaus PAR20 7W LED bulb recalled due to fire hazard,Consumer product safety,Uberhaus PAR20 7W LED bulb,Fire hazard,,2025-04-16,2025-06-20 15:13:01.237253,Household items
77320,Frozen Chopped Cilantro recalled due to pieces of wood,CFIA,Frozen Chopped Cilantro,Extraneous Material,,2025-04-16,2025-06-20 15:13:01.237253,Herbs and spices
77300,Transport Canada Recall - 2025202 - ALLIANCE RV,TC,RV Trailer recalled by ALLIANCE RV,Label,,2025-04-16,2025-06-20 15:13:01.237253,RV Trailer
77284,Fake Cialis seized from South China Herbs Market Inc. in Toronto,Communications and Public Affairs Branch,Counterfeit Cialis – 20mg tadalafil tablets,Product safety - Unauthorized product,,2025-04-16,2025-06-20 15:13:01.237253,Drugs
77280,Wooden Bunny Stacker recalled due to chemical hazard ,Consumer product safety,Wooden Bunny Stacker by Ganz,Chemical hazard,,2025-04-16,2025-06-20 15:13:01.237253,Toys and games
77330,Umyum brand Plantbased Cashew Butter recalled due to Salmonella,CFIA,Plantbased Cashew Butter,Salmonella,,2025-04-16,2025-06-20 15:13:01.237253,Other
76961,Transport Canada Recall - 2025064 - VOLKSWAGEN,TC,SUV recalled by VOLKSWAGEN,High Voltage,Car,2025-04-16,2025-06-20 15:13:01.237253,SUV
76080,Transport Canada Recall - 2024425 - NOVA BUS,TC,Bus recalled by NOVA BUS,Brakes,,2025-04-16,2025-06-20 15:13:01.237253,Bus
73127,Raid® Outdoor Ant Nest Destroyer 2 and Raid Max® Wasp & Hornet Foam Bug Killer 2 recalled due to cans showing signs of leaking,Consumer product safety,Raid® Outdoor Ant Nest Destroyer 2 (PCP: 30744) and Raid Max® Wasp & Hornet Foam Bug Killer 2 (PCP: 30746),Labelling and packaging,,2025-04-16,2025-06-20 15:13:01.237253,Other
63745,Radley Electric Leaf Blower recalled due to laceration hazard ,Consumer product safety,Radley Electric Leaf Blower,Laceration hazard,,2025-04-16,2025-06-20 15:13:01.237253,Tools and accessories
76081,Transport Canada Recall - 2024426 - NOVA BUS,TC,Bus recalled by NOVA BUS,Brakes,,2025-04-16,2025-06-20 15:13:01.237253,Bus
77289,Transport Canada Recall - 2025179 - MICRO BIRD,TC,Bus recalled by MICRO BIRD,Suspension,,2025-04-15,2025-06-20 15:13:01.237253,Bus
77296,Transport Canada Recall - 2025200 - FORD,TC,SUV recalled by FORD,Structure,SUV,2025-04-15,2025-06-20 15:13:01.237253,Light Truck & Van
77295,Transport Canada Recall - 2025199 - FORD,TC,SUV recalled by FORD,Visual System,Light Truck & Van,2025-04-15,2025-06-20 15:13:01.237253,SUV
77294,Transport Canada Recall - 2025189 - FOREST RIVER,TC,RV Trailer recalled by FOREST RIVER,Other,,2025-04-15,2025-06-20 15:13:01.237253,RV Trailer
77292,Transport Canada Recall - 2025183 - MCLAREN,TC,Car recalled by MCLAREN,Brakes,,2025-04-15,2025-06-20 15:13:01.237253,Car
77291,Transport Canada Recall - 2025182 - PORSCHE,TC,SUV recalled by PORSCHE,Visual System,,2025-04-15,2025-06-20 15:13:01.237253,SUV
77290,Transport Canada Recall - 2025180 - MICRO BIRD,TC,School Bus recalled by MICRO BIRD,Suspension,,2025-04-15,2025-06-20 15:13:01.237253,School Bus
77293,Transport Canada Recall - 2025188 - FOREST RIVER,TC,RV Trailer recalled by FOREST RIVER,Other,,2025-04-15,2025-06-20 15:13:01.237253,RV Trailer
77288,Transport Canada Recall - 2025178 - ISUZU,TC,Truck - Med. & H.D. recalled by ISUZU,High Voltage,Med. & H.D.,2025-04-15,2025-06-20 15:13:01.237253,Truck
77278,Life Brand Timed Release Melatonin 10mg: Some lots are labelled with incorrect dosing instructions.,Drugs and health products,Life Brand Timed Release Melatonin 10mg,Labelling,,2025-04-15,2025-06-20 15:13:01.237253,Natural health products
77287,Transport Canada Recall - 2025176 - NOVA BUS,TC,Bus recalled by NOVA BUS,Electrical,,2025-04-15,2025-06-20 15:13:01.237253,Bus
77246,"Transport Canada Recall - 2025160 - NINEBOT (CHANGZHOU) TECH CO., LTD",TC,"Restricted-Use Vehicle recalled by NINEBOT (CHANGZHOU) TECH CO., LTD",Suspension,,2025-04-15,2025-06-20 15:13:01.237253,Restricted-Use Vehicle
77252,Welch Allyn Connex Vital Signs Monitor and Electrocardiograph,Medical devices,Welch Allyn Connex Vital Signs Monitor and Electrocardiograph,Performance,General hospital and personal use,2025-04-15,2025-06-20 15:13:01.237253,Cardiovascular
77279,Riva Acetaminophen 500mg : Affected lot may contain 325mg Acetaminophen tablets,Drugs and health products,Riva Acetaminophen Caplet 500mg,Product quality,,2025-04-15,2025-06-20 15:13:01.237253,Drugs
77285,Transport Canada Recall - 2025173 - HONDA,TC,Motorcycle recalled by HONDA,Lights And Instruments,,2025-04-15,2025-06-20 15:13:01.237253,Motorcycle
77286,Transport Canada Recall - 2025175 - VOLVO TRUCKS,TC,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Lights And Instruments,Med. & H.D.,2025-04-15,2025-06-20 15:13:01.237253,Truck
73367,Unauthorized workout supplements may pose serious health risks,Communications and Public Affairs Branch,Various unauthorized health products promoted as a workout aid,Unauthorized product,,2025-04-14,2025-06-20 15:13:01.237253,Drugs
77169,Transport Canada Recall - 2025139 - FORD,TC,Light Truck & Van recalled by FORD,Electrical,Light Truck & Van,2025-04-14,2025-06-20 15:13:01.237253,SUV
77275,Unauthorized injectable peptide drugs sold by Prime Research may pose serious health risks,Communications and Public Affairs Branch,Unauthorized injectable peptide drugs,Unauthorized product - Product safety,,2025-04-14,2025-06-20 15:13:01.237253,Drugs
77199,Transport Canada Recall - 2025133 - FORD,TC,Truck - Med. & H.D. recalled by FORD,Powertrain,Truck - Med. & H.D.,2025-04-14,2025-06-20 15:13:01.237253,Light Truck & Van
77270,Cuisine Fraicheur Urbaine brand Black Forest Ham Sandwich recalled due to Listeria monocytogenes,CFIA,Black Forest Ham Sandwich,Listeria,,2025-04-12,2025-06-20 15:13:01.237253,Processed
77253,Baxter Corporation Reusable Blood Pressure Cuffs ,Medical devices,Baxter Corporation Reusable Blood Pressure Cuffs ,Labelling and packaging,,2025-04-11,2025-06-20 15:13:01.237253,Cardiovascular
77258,HARPPA 4-in-1 Convertible High chair for Babies and Toddlers  recalled due to entrapment and fall hazards,Consumer product safety,HARPPA 4-in-1 Convertible High chair for Babies and Toddlers,Fall hazard - Entrapment hazard,,2025-04-11,2025-06-20 15:13:01.237253,Household items
77263,Medline Sterile Water and Sterile 0.9% Normal Saline Bottles ,Medical devices,Medline Sterile Water and Sterile 0.9% Normal Saline Bottles ,Sterility,General hospital and personal use,2025-04-11,2025-06-20 15:13:01.237253,General and plastic surgery
77266,NRA-Quetiapine XR: Some lots exceed the intake limit of N-nitroso-desalkyl-quetiapine (NDAQ),Drugs and health products,NRA-Quetiapine XR,Product quality,,2025-04-11,2025-06-20 15:13:01.237253,Drugs
77271,Transport Canada Recall - 2025184 - VOLKSWAGEN,TC,SUV recalled by VOLKSWAGEN,Visual System,,2025-04-11,2025-06-20 15:13:01.237253,SUV
77272,Transport Canada Recall - 2025190 - GENERAL MOTORS,TC,SUV recalled by GENERAL MOTORS,Suspension,,2025-04-11,2025-06-20 15:13:01.237253,SUV
77274,Various brands of soup and sauce recalled due to pieces of wood,CFIA,"Thai Chicken Soup, Chicken Thai Soup, Lime Crema, Coconut Chicken Thai Soup",Extraneous Material,,2025-04-11,2025-06-20 15:13:01.237253,Other
77268,Transport Canada Recall - 2025185 - VOLKSWAGEN,TC,SUV recalled by VOLKSWAGEN,Visual System,,2025-04-10,2025-06-20 15:13:01.237253,SUV
77262,Tearaway Microslide Introducer Kit,Medical devices,Tearaway Microslide Introducer Kit,Sterility,,2025-04-10,2025-06-20 15:13:01.237253,Cardiovascular
77269,Transport Canada Recall - 2025186 - VOLKSWAGEN,TC,Car recalled by VOLKSWAGEN,Airbag,,2025-04-10,2025-06-20 15:13:01.237253,Car
77265,JHAÖQIA brand Taiwanese Style Rice Crackers (Egg Yolk Flavor) recalled due to undeclared peanut,CFIA,Taiwanese Style Rice Crackers (Egg Yolk Flavor),Peanut,,2025-04-10,2025-06-20 15:13:01.237253,"Candy, confectionary, snacks and sweeteners"
77267,Transport Canada Recall - 2025181 - PORSCHE,TC,Car recalled by PORSCHE,Airbag,,2025-04-10,2025-06-20 15:13:01.237253,Car
77259,HistoCore PELORIS 3,Medical devices,HistoCore PELORIS 3,Performance,,2025-04-10,2025-06-20 15:13:01.237253,Pathology
77254,"Carestation 620, 650 and 750 ",Medical devices,"Carestation 620, 650 and 750 ",Performance,,2025-04-10,2025-06-20 15:13:01.237253,Anaesthesiology
77244,Fisher-Price Brunch and Go Stroller Toy recalled due to choking hazard ,Consumer product safety,Fisher-Price Brunch and Go Stroller Toy,Choking hazard,,2025-04-10,2025-06-20 15:13:01.237253,Toys and games
77243,Fisher-Price 3-in-1 SnugaPuppy Activity Center recalled due to choking hazard  ,Consumer product safety,Fisher-Price 3-in-1 SnugaPuppy Activity Center,Choking hazard,,2025-04-10,2025-06-20 15:13:01.237253,Toys and games
77255,Vasoview Hemopro 2 Endoscopic Vessel Harvesting System,Medical devices,Vasoview Hemopro 2 Endoscopic Vessel Harvesting System,Performance,,2025-04-10,2025-06-20 15:13:01.237253,General and plastic surgery
77225,Aiper Seagull Pro ZT6001 Cordless Robotic Swimming Pool Vacuum Cleaner recalled due to fire hazard ,Consumer product safety,Aiper Seagull Pro ZT6001 Cordless Robotic Swimming Pool Vacuum Cleaner,Fire hazard,,2025-04-09,2025-06-20 15:13:01.237253,Electronics
77250,Beckman Coulter Access Erythropoetin Reagent,Medical devices,Beckman Coulter Access Erythropoetin Reagent,Performance,Haematology,2025-04-09,2025-06-20 15:13:01.237253,Chemistry
77251,epoc Blood Analysis BGEM Test Card,Medical devices,epoc Blood Analysis BGEM Test Card,Performance,,2025-04-09,2025-06-20 15:13:01.237253,Chemistry
76822,Transport Canada Recall - 2024782 - NISSAN,TC,SUV recalled by NISSAN,Lights And Instruments,,2025-04-08,2025-06-20 15:13:01.237253,SUV
77256,Transport Canada Recall - 2025174 - FOREST RIVER,TC,RV Trailer recalled by FOREST RIVER,Electrical,,2025-04-08,2025-06-20 15:13:01.237253,RV Trailer
77257,Transport Canada Recall - 2025177 - NISSAN,TC,SUV recalled by NISSAN,Lights And Instruments,,2025-04-08,2025-06-20 15:13:01.237253,SUV
77260,SupHerb Farms brand IQF Cilantro Large recalled due to pieces of wood,CFIA,IQF Cilantro Large,Extraneous Material,,2025-04-08,2025-06-20 15:13:01.237253,Herbs and spices
77261,M&M Food Market brand Brazilian Style Picanha Steaks and Marc Angelo brand Carnitas recalled due to pieces of wood,CFIA,"Brazilian Style Picanha Steaks, Carnitas",Extraneous Material,,2025-04-08,2025-06-20 15:13:01.237253,Meat and poultry
77248,Transport Canada Recall - 2025162 - FORD,TC,Light Truck & Van recalled by FORD,High Voltage,,2025-04-07,2025-06-20 15:13:01.237253,Light Truck & Van
77264,Fiorfiore brand Spaghetti and Linguine recalled due to presence of insects,CFIA,Spaghetti and Linguine,Extraneous Material,,2025-04-07,2025-06-20 15:13:01.237253,Grain products
77249,Transport Canada Recall - 2025169 - BMW,TC,Motorcycle recalled by BMW,Steering,,2025-04-07,2025-06-20 15:13:01.237253,Motorcycle
77245,Transport Canada Recall - 2025159 - GENERAL MOTORS,TC,SUV recalled by GENERAL MOTORS,Other,,2025-04-07,2025-06-20 15:13:01.237253,SUV
77242,Teva 5-ASA tablet (aka MESALAMINE): Out of Specification (Stability - Dissolution),Drugs and health products,Teva 5-ASA tablet (aka MESALAMINE),Product quality,,2025-04-07,2025-06-20 15:13:01.237253,Drugs
77004,Transport Canada Recall - 2025062 - BOMBARDIER RECREATIONAL PRODUCTS,TC,Snowmobile recalled by BOMBARDIER RECREATIONAL PRODUCTS,Engine,,2025-04-07,2025-06-20 15:13:01.237253,Snowmobile
77055,Transport Canada Recall - 2025093 - THOR MOTOR COACH,TC,Motorhome recalled by THOR MOTOR COACH,Structure,,2025-04-04,2025-06-20 15:13:01.237253,Motorhome
77231,"Buy-Low Foods, Nesters Market, and Save on Foods brand hummus recalled due to undeclared peanut",CFIA,Hummus,Peanut,,2025-04-04,2025-06-20 15:13:01.237253,Condiments
