recall_id,title,organization,product_name,issue,category,updated_at,data_received_at
77398,JAMP-Pregabalin 50 mg: One lot recalled as some bottles may contain 150 mg capsules,Communications and Public Affairs Branch,JAMP-Pregabalin 50 mg capsules,Product safety,Drugs,2025-05-03,2025-06-20 15:13:01.237253
76530,Transport Canada Recall - 2024677 - FIAT CHRYSLER AUTOMOBILES,TC,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Brakes,SUV,2025-05-02,2025-06-20 15:13:01.237253
77376,Endopath Echelon Vascular Reloads,Medical devices,Endopath Echelon Vascular Reloads,Performance,General and plastic surgery,2025-05-02,2025-06-20 15:13:01.237253
77379,Seasonique: Affected lot may not contain the correct amount of tablets,Drugs and health products,Seasonique,Product quality,Drugs,2025-05-02,2025-06-20 15:13:01.237253
77381,Sylvant 400mg: Affected lot is labelled with the incorrect expiry date found on the vial and carton.,Drugs and health products,Sylvant,Product quality,Drugs,2025-05-02,2025-06-20 15:13:01.237253
77384,One lot of Seasonique birth control recalled due to missing pills,Communications and Public Affairs Branch,"Seasonique (0.15 mg levonorgestrel and 0.03 mg ethinyl estradiol pills, 0.01 mg and ethinyl estradiol pills) (DIN 02346176)",Product quality,Drugs,2025-05-02,2025-06-20 15:13:01.237253
77400,Transport Canada Recall - 2025235 - FOREST RIVER,TC,RV Trailer recalled by FOREST RIVER,Electrical,RV Trailer,2025-05-02,2025-06-20 15:13:01.237253
74249,Transport Canada Recall - 2023477 - FORD,TC,Light Truck & Van recalled by FORD,Visual System,Light Truck & Van - SUV,2025-05-01,2025-06-20 15:13:01.237253
74801,Transport Canada Recall - 2023684 - TOYOTA,TC,Minivan recalled by TOYOTA,Airbag,Minivan - SUV - Car,2025-05-01,2025-06-20 15:13:01.237253
77340,Transport Canada Recall - 2025208 - KEYSTONE,TC,RV Trailer recalled by KEYSTONE,Structure,RV Trailer,2025-05-01,2025-06-20 15:13:01.237253
77361,Ninja Foodi Tendercrisp multi-cookers’ pressure cooking lid recalled due to potential burn hazard ,Consumer product safety,Ninja Foodi Tendercrisp multi-cookers' pressure cooking lid,Burn hazard,Household items,2025-05-01,2025-06-20 15:13:01.237253
77362,Spolehli Radon Detector recalled due to inaccurate radon detection,Consumer product safety,Spolehli Radon Detector,Chemical hazard,Electronics,2025-05-01,2025-06-20 15:13:01.237253
77366,Pufferz Puffer Yoyo type ball recalled due to strangulation hazard ,Consumer product safety,Pufferz Puffer Yoyo type ball,Strangulation hazard,Toys and games,2025-05-01,2025-06-20 15:13:01.237253
77369,BD Cathena™ Safety IV Catheter With BD Multiguard™ Technology 20 G X 1.0 In,Medical devices,BD Cathena™ Safety IV Catheter With BD Multiguard™ Technology 20 G X 1.0 In,Performance,General and plastic surgery,2025-05-01,2025-06-20 15:13:01.237253
77370,Centricity High Acuity (CHA) Components,Medical devices,Centricity High Acuity (CHA) Components,Performance,General hospital and personal use,2025-05-01,2025-06-20 15:13:01.237253
77372,Laboratoire Suisse - Probiotic Antibiotic Support Kids: The total bacterial count is out of specification in the affected batch.,Drugs and health products,Laboratoire Suisse - Probiotic Antibiotic Support Kids,Product quality,Natural health products,2025-05-01,2025-06-20 15:13:01.237253
77373,Adorable Wampole - ProbioMax Antibiotic Protection Kids: The total bacterial count may be out of specification in the affected batch. ,Drugs and health products,Adorable Wampole - ProbioMax Antibiotic Protection Kids,Product quality,Natural health products,2025-05-01,2025-06-20 15:13:01.237253
77375,LIDODAN ENDOTRACHEAL NON-AEROSOL SPRAY: Dispensers from the affected lot may leak.,Drugs and health products,LIDODAN ENDOTRACHEAL NON-AEROSOL SPRAY,Product quality,Drugs,2025-05-01,2025-06-20 15:13:01.237253
77377,Delmar Foods brand Buttermilk Ranch Dressing recalled due to undeclared mustard and anchovy,CFIA,Buttermilk ranch dressing,Fish - Mustard,Condiments,2025-05-01,2025-06-20 15:13:01.237253
77385,Transport Canada Recall - 2025209 - BLUE BIRD,TC,School Bus recalled by BLUE BIRD,Brakes,School Bus,2025-05-01,2025-06-20 15:13:01.237253
77386,Transport Canada Recall - 2025212 - HONDA,TC,SUV recalled by HONDA,Lights And Instruments,SUV,2025-05-01,2025-06-20 15:13:01.237253
77387,Transport Canada Recall - 2025214 - VOLVO TRUCKS,TC,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Engine,Truck - Med. & H.D.,2025-05-01,2025-06-20 15:13:01.237253
77388,Transport Canada Recall - 2025215 - MERCEDES-BENZ,TC,SUV recalled by MERCEDES-BENZ,Lights And Instruments,SUV,2025-05-01,2025-06-20 15:13:01.237253
77390,Transport Canada Recall - 2025217 - FOREST RIVER,TC,RV Trailer recalled by FOREST RIVER,Electrical,RV Trailer,2025-05-01,2025-06-20 15:13:01.237253
77391,Transport Canada Recall - 2025218 - FOREST RIVER,TC,Motorhome recalled by FOREST RIVER,Structure,Motorhome,2025-05-01,2025-06-20 15:13:01.237253
77392,Transport Canada Recall - 2025219 - MORGAN OLSON,TC,Truck - Med. & H.D. recalled by MORGAN OLSON,High Voltage,Truck - Med. & H.D.,2025-05-01,2025-06-20 15:13:01.237253
77393,Transport Canada Recall - 2025220 - INTERNATIONAL MOTORS,TC,School Bus recalled by INTERNATIONAL MOTORS,Seats And Restraints,School Bus,2025-05-01,2025-06-20 15:13:01.237253
77394,Transport Canada Recall - 2025223 - FORD,TC,Light Truck & Van recalled by FORD,Visual System,SUV - Light Truck & Van,2025-05-01,2025-06-20 15:13:01.237253
77395,Transport Canada Recall - 2025228 - FOREST RIVER,TC,RV Trailer recalled by FOREST RIVER,Electrical,RV Trailer,2025-05-01,2025-06-20 15:13:01.237253
77396,Transport Canada Recall - 2025232 - GRAND DESIGN RV,TC,RV Trailer recalled by GRAND DESIGN RV,Structure,RV Trailer,2025-05-01,2025-06-20 15:13:01.237253
77350,WATIER Age Control Supreme Sublime Advanced Rich day cream recalled due to microbial contamination,Consumer product safety,Age Control Supreme Sublime Advanced Rich day cream,Microbial hazard,Beauty and personal care,2025-04-30,2025-06-20 15:13:01.237253
77367,Centricity High Acuity (CHA) System,Medical devices,Centricity High Acuity (CHA) System,Performance,General hospital and personal use,2025-04-30,2025-06-20 15:13:01.237253
77368,Codman Disposable Perforator,Medical devices,Codman Disposable Perforator,Performance,Neurology,2025-04-30,2025-06-20 15:13:01.237253
76820,Transport Canada Recall - 2024777 - FORD,TC,SUV recalled by FORD,Visual System,SUV,2025-04-29,2025-06-20 15:13:01.237253
77348,TufTex® Embolectomy and Pruitt® Occlusion Catheters,Medical devices,TufTex® Embolectomy and Pruitt® Occlusion Catheters,Sterility,Cardiovascular,2025-04-29,2025-06-20 15:13:01.237253
77349,"Microstream™ Advance Intubated CO2 Filter Line, VitaLine® Intubated CO2 FilterLine and FilterLine® Intubated CO2 Filter Line",Medical devices,"Microstream™ Advance Intubated CO2 Filter Line, VitaLine® Intubated CO2 FilterLine and FilterLine® Intubated CO2 Filter Line",Performance,Anaesthesiology,2025-04-29,2025-06-20 15:13:01.237253
77354,RIVA-FLUOXETINE: Affected lots exceed the interim acceptable intake limit for N-nitroso-fluoxetine.,Drugs and health products,RIVA-FLUOXETINE 10mg,Product quality,Drugs,2025-04-29,2025-06-20 15:13:01.237253
77356,MyBlend MyLEDMask,Medical devices,MyBlend MyLEDMask,Unauthorised device,Ophthalmology,2025-04-29,2025-06-20 15:13:01.237253
77357,Lidocaine Hydrochloride and Epinephrine Injection USP: Affected lot may contain particles.,Drugs and health products,Lidocaine Hydrochloride and Epinephrine Injection USP,Product quality,Drugs,2025-04-29,2025-06-20 15:13:01.237253
77358,MyBlend CellSynergy,Medical devices,MyBlend CellSynergy,Unauthorised device,Ophthalmology,2025-04-29,2025-06-20 15:13:01.237253
77359,Portrait HSWXB,Medical devices,Portrait HSWXB,Performance,Cardiovascular,2025-04-29,2025-06-20 15:13:01.237253
77371,Transport Canada Recall - 2025231 - ALLIANCE RV,TC,RV Trailer recalled by ALLIANCE RV,Structure,RV Trailer,2025-04-29,2025-06-20 15:13:01.237253
76957,Transport Canada Recall - 2025060 - CANADIAN MOTOR IMPORT INC.,TC,Restricted-Use Vehicle recalled by CANADIAN MOTOR IMPORT INC.,Structure,Restricted-Use Vehicle,2025-04-28,2025-06-20 15:13:01.237253
77185,Venue Fit and Venue Go ,Medical devices,Venue Fit and Venue Go ,Performance,Physical medicine,2025-04-28,2025-06-20 15:13:01.237253
77247,Transport Canada Recall - 2025161 - ARGO,TC,Restricted-Use Vehicle recalled by ARGO,Powertrain,Restricted-Use Vehicle,2025-04-28,2025-06-20 15:13:01.237253
77332,Health Canada warns that certain children’s jewellery available on Amazon.ca contain lead in excess of allowable limits,Consumer product safety,Dckazz Stitch and Scrump Best Friends Necklace,Chemical hazard,Jewellery,2025-04-28,2025-06-20 15:13:01.237253
77333,Health Canada warns that certain children’s jewellery available on Amazon.ca contain lead in excess of allowable limits ,Consumer product safety,SUZUTOY Charm Bracelet Making Kit for Girls,Chemical hazard,Jewellery,2025-04-28,2025-06-20 15:13:01.237253
77343,IceSeed 1.5 CX 90 Needle,Medical devices,IceSeed 1.5 CX 90 Needle,Performance,General and plastic surgery,2025-04-28,2025-06-20 15:13:01.237253
77344,REMISOL Advance,Medical devices,REMISOL Advance,Performance,General hospital and personal use,2025-04-28,2025-06-20 15:13:01.237253
77345,CADD-Solis™ Ambulatory Infusion Pump,Medical devices,CADD-Solis™ Ambulatory Infusion Pump,Performance,General hospital and personal use,2025-04-28,2025-06-20 15:13:01.237253
77346,CADD-Solis™ Ambulatory Infusion Pump,Medical devices,CADD-Solis™ Ambulatory Infusion Pump,Performance,General hospital and personal use,2025-04-28,2025-06-20 15:13:01.237253
77347,Hemospray® Kit,Medical devices,Hemospray® Kit,Performance,Gastroenterology and urology,2025-04-28,2025-06-20 15:13:01.237253
77351,PMS-FLUOXETINE: Affected lots exceed the interim acceptable intake limit for N-nitroso-fluoxetine.,Drugs and health products,PMS-FLUOXETINE,Product quality,Drugs,2025-04-28,2025-06-20 15:13:01.237253
77352,PRO-FLUOXETINE: Affected lots exceed the interim acceptable intake limit for N-nitroso-fluoxetine.,Drugs and health products,PRO-FLUOXETINE,Product quality,Drugs,2025-04-28,2025-06-20 15:13:01.237253
77353,Le Chef et Moi brand Chicken Meatballs in Marinara Sauce recalled due to undeclared milk,CFIA,Chicken Meatballs in Marinara Sauce,Milk,Meat and poultry,2025-04-28,2025-06-20 15:13:01.237253
77363,Lil' Juan's brand and Lucia's brand Mexican Style Pork Carnitas recalled due to pieces of wood,CFIA,Mexican Style Pork Carnitas,Extraneous Material,Processed,2025-04-28,2025-06-20 15:13:01.237253
77326,Tempus Pro Monitor,Medical devices,Tempus Pro Monitor ,Performance,Cardiovascular,2025-04-25,2025-06-20 15:13:01.237253
77335,Transport Canada Recall - 2025201 - MASERATI,TC,Car recalled by MASERATI,Label,Car,2025-04-25,2025-06-20 15:13:01.237253
77336,Transport Canada Recall - 2025203 - FOREST RIVER,TC,RV Trailer recalled by FOREST RIVER,Accessories,RV Trailer,2025-04-25,2025-06-20 15:13:01.237253
77337,Transport Canada Recall - 2025204 - FIAT CHRYSLER AUTOMOBILES,TC,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Visual System,SUV,2025-04-25,2025-06-20 15:13:01.237253
77338,Transport Canada Recall - 2025205 - KAWASAKI,TC,Restricted-Use Vehicle recalled by KAWASAKI,Seats And Restraints,Restricted-Use Vehicle,2025-04-25,2025-06-20 15:13:01.237253
77339,Transport Canada Recall - 2025207 - COOPER TIRE,TC,Tire recalled by COOPER TIRE,Tires,Tire,2025-04-25,2025-06-20 15:13:01.237253
77341,Transport Canada Recall - 2025210 - CANADIAN MOTOR IMPORT INC.,TC,Motorcycle recalled by CANADIAN MOTOR IMPORT INC.,Brakes,Motorcycle,2025-04-25,2025-06-20 15:13:01.237253
77342,Transport Canada Recall - 2025211 - MERCEDES-BENZ,TC,Car recalled by MERCEDES-BENZ,Seats And Restraints,Car,2025-04-25,2025-06-20 15:13:01.237253
75224,Transport Canada Recall - 2024124 - FORD,TC,Light Truck & Van recalled by FORD,High Voltage,Light Truck & Van,2025-04-24,2025-06-20 15:13:01.237253
76939,Transport Canada Recall - 2025040 - DAIMLER TRUCK NORTH AMERICA,TC,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,High Voltage,Truck - Med. & H.D.,2025-04-24,2025-06-20 15:13:01.237253
77182,Stryker Instruments System 8 and 9 Saws,Medical devices,Stryker Instruments System 8 and 9 Saws,Performance,Dental - Orthopaedics - General and plastic surgery,2025-04-24,2025-06-20 15:13:01.237253
77213,Transport Canada Recall - 2025155 - NISSAN,TC,SUV recalled by NISSAN,Label,SUV,2025-04-24,2025-06-20 15:13:01.237253
77306,Transport Canada Recall - 2025193 - HYUNDAI,TC,SUV recalled by HYUNDAI,Brakes,SUV,2025-04-24,2025-06-20 15:13:01.237253
77314,Sondiko Butane Torch Lighter recalled due to fire hazard ,Consumer product safety,Sondiko Butane Torch Lighter,Fire hazard,Household items,2025-04-24,2025-06-20 15:13:01.237253
77324,Crystal E-Liquid recalled due to lack of child-resistant packaging,Consumer product safety,"Crystal E-Liquid, multiple flavours and nicotine concentrations ",Labelling and packaging,Vaping and tobacco products,2025-04-24,2025-06-20 15:13:01.237253
77328,JAMP-MONTELUKAST 10mg: may contain foreign fragments of pink candesartan tablets,Drugs and health products,JAMP-MONTELUKAST 10mg,Contamination,Drugs,2025-04-24,2025-06-20 15:13:01.237253
77329,SALOFALK 500mg: tablets may show black spots due to the oxidation of the active ingredient.,Drugs and health products,SALOFALK 500mg,Product quality,Drugs,2025-04-24,2025-06-20 15:13:01.237253
77360,Marie Sharp's brand Original Garlic Habanero Pepper Sauce recalled due to spoilage,CFIA,Original Garlic Habanero Pepper Sauce,Other,Condiments,2025-04-24,2025-06-20 15:13:01.237253
77153,Transport Canada Recall - 2025127 - BLUE BIRD,TC,School Bus recalled by BLUE BIRD,High Voltage,School Bus,2025-04-23,2025-06-20 15:13:01.237253
77316,Pacemaker Packs,Medical devices,Pacemaker Packs,Performance,General hospital and personal use,2025-04-23,2025-06-20 15:13:01.237253
77321,CADD-Solis Ambulatory Infusion Pump,Medical devices,CADD-Solis Ambulatory Infusion Pump,Performance,General hospital and personal use,2025-04-23,2025-06-20 15:13:01.237253
77322,WB Anatomic Healing Abutment XC,Medical devices,WB Anatomic Healing Abutment XC,Labelling and packaging,Dental,2025-04-23,2025-06-20 15:13:01.237253
77325,Enteric Coated Daily Low Dose ASA 81mg: free salicylic acid can be out of specification,Drugs and health products,Enteric Coated Daily Low Dose ASA 81mg,Product quality,Drugs,2025-04-23,2025-06-20 15:13:01.237253
77327,Fairway Market brand croissants recalled due to undeclared egg,CFIA,Croissants,Egg,Grain products,2025-04-23,2025-06-20 15:13:01.237253
77334,Campbell's Verve brand and Campbell's brand frozen soup recalled due to pieces of wood,CFIA,Frozen soup,Extraneous Material,Multiple food items,2025-04-23,2025-06-20 15:13:01.237253
77298,Chews Life Silicone Rosary and Decade Teethers recalled due to choking hazard ,Consumer product safety,Silicone Rosary and Decade Teethers,Choking hazard,Household items,2025-04-22,2025-06-20 15:13:01.237253
77312,Kinesia ONE and Kinesia 360,Medical devices,Kinesia ONE and Kinesia 360,Unauthorised device,Neurology,2025-04-22,2025-06-20 15:13:01.237253
77313,FRED Easyport,Medical devices,FRED Easyport,Performance,Cardiovascular,2025-04-22,2025-06-20 15:13:01.237253
77315,Philips CT Big Bore,Medical devices,Philips CT Big Bore,Performance,Radiology,2025-04-22,2025-06-20 15:13:01.237253
77318,Bard® Gastric and Esophageal Balloons,Medical devices,Bard® Gastric and Esophageal Balloons,Performance,Gastroenterology and urology,2025-04-22,2025-06-20 15:13:01.237253
77319,JAMP Valproic Acid Oral Solution: Presence of large solid crystals in affected lots,Drugs and health products,JAMP Valproic Acid Oral Solution,Product quality,Drugs,2025-04-22,2025-06-20 15:13:01.237253
77301,Sweet Cream brand and D. Effe T. brand frozen pastries recalled due to Salmonella,CFIA,Frozen pastries,Salmonella,Other,2025-04-19,2025-06-20 15:13:01.237253
77302,Three lots of JAMP Valproic Acid Oral Solution recalled,Communications and Public Affairs Branch,JAMP Valproic Acid Oral Solution 250 mg/5 mL (DIN 02532441),Product quality,Drugs,2025-04-18,2025-06-20 15:13:01.237253
76997,Transport Canada Recall - 2025054 - HYUNDAI,TC,SUV recalled by HYUNDAI,Brakes,SUV,2025-04-17,2025-06-20 15:13:01.237253
77195,Plant Up brand Plant-based Butter Chik'n Bites recalled due to undeclared milk,CFIA,Plant-based Butter Chik'n Bites,Milk,Other,2025-04-17,2025-06-20 15:13:01.237253
77226,The North Face Women’s Shellista V Mid Waterproof Boots recalled due to potential fall hazard,Consumer product safety,The North Face Women’s Shellista V Mid Waterproof Boots,Fall hazard,Footwear,2025-04-17,2025-06-20 15:13:01.237253
77283,VEVOR Wooden High Chair for Babies &Toddlers recalled due to entrapment hazard,Consumer product safety,VEVOR Wooden High Chair for Babies & Toddlers,Entrapment hazard,Household items,2025-04-17,2025-06-20 15:13:01.237253
77297,Seoulmama brand Shrimp Fried Rice recalled due to undeclared milk,CFIA,Shrimp Fried Rice,Milk,Frozen,2025-04-17,2025-06-20 15:13:01.237253
77299,Captain's Choice brand Shredded Coconut recalled due to Salmonella,CFIA,Shredded Coconut,Salmonella,Frozen,2025-04-17,2025-06-20 15:13:01.237253
77303,Transport Canada Recall - 2025187 - HARLEY-DAVIDSON,TC,Motorcycle recalled by HARLEY-DAVIDSON,Lights And Instruments,Motorcycle,2025-04-17,2025-06-20 15:13:01.237253
77304,Transport Canada Recall - 2025191 - VOLKSWAGEN,TC,Minivan recalled by VOLKSWAGEN,Lights And Instruments,Minivan,2025-04-17,2025-06-20 15:13:01.237253
77305,Transport Canada Recall - 2025192 - FIAT CHRYSLER AUTOMOBILES,TC,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Visual System,Light Truck & Van,2025-04-17,2025-06-20 15:13:01.237253
77307,Transport Canada Recall - 2025194 - POLARIS,TC,Restricted-Use Vehicle recalled by POLARIS,Seats And Restraints,Restricted-Use Vehicle,2025-04-17,2025-06-20 15:13:01.237253
77308,Transport Canada Recall - 2025195 - MERCEDES-BENZ,TC,Car recalled by MERCEDES-BENZ,Electrical,Car,2025-04-17,2025-06-20 15:13:01.237253
77309,Transport Canada Recall - 2025196 - FORD,TC,SUV recalled by FORD,Powertrain,SUV,2025-04-17,2025-06-20 15:13:01.237253
77310,Transport Canada Recall - 2025197 - FORD,TC,Light Truck & Van recalled by FORD,High Voltage,Light Truck & Van,2025-04-17,2025-06-20 15:13:01.237253
77311,Transport Canada Recall - 2025198 - FORD,TC,Light Truck & Van recalled by FORD,Brakes,SUV - Light Truck & Van,2025-04-17,2025-06-20 15:13:01.237253
77323,"Binggrae brand Power Cap, Watermelon Flavored Ice Tube recalled due to undeclared milk",CFIA,"Power Cap, Watermelon Flavored Ice Tube",Milk,Other,2025-04-17,2025-06-20 15:13:01.237253
63745,Radley Electric Leaf Blower recalled due to laceration hazard ,Consumer product safety,Radley Electric Leaf Blower,Laceration hazard,Tools and accessories,2025-04-16,2025-06-20 15:13:01.237253
73127,Raid® Outdoor Ant Nest Destroyer 2 and Raid Max® Wasp & Hornet Foam Bug Killer 2 recalled due to cans showing signs of leaking,Consumer product safety,Raid® Outdoor Ant Nest Destroyer 2 (PCP: 30744) and Raid Max® Wasp & Hornet Foam Bug Killer 2 (PCP: 30746),Labelling and packaging,Other,2025-04-16,2025-06-20 15:13:01.237253
76080,Transport Canada Recall - 2024425 - NOVA BUS,TC,Bus recalled by NOVA BUS,Brakes,Bus,2025-04-16,2025-06-20 15:13:01.237253
76081,Transport Canada Recall - 2024426 - NOVA BUS,TC,Bus recalled by NOVA BUS,Brakes,Bus,2025-04-16,2025-06-20 15:13:01.237253
76961,Transport Canada Recall - 2025064 - VOLKSWAGEN,TC,SUV recalled by VOLKSWAGEN,High Voltage,SUV - Car,2025-04-16,2025-06-20 15:13:01.237253
77276,Uberhaus PAR20 7W LED bulb recalled due to fire hazard,Consumer product safety,Uberhaus PAR20 7W LED bulb,Fire hazard,Household items,2025-04-16,2025-06-20 15:13:01.237253
77280,Wooden Bunny Stacker recalled due to chemical hazard ,Consumer product safety,Wooden Bunny Stacker by Ganz,Chemical hazard,Toys and games,2025-04-16,2025-06-20 15:13:01.237253
77284,Fake Cialis seized from South China Herbs Market Inc. in Toronto,Communications and Public Affairs Branch,Counterfeit Cialis – 20mg tadalafil tablets,Product safety - Unauthorized product,Drugs,2025-04-16,2025-06-20 15:13:01.237253
77300,Transport Canada Recall - 2025202 - ALLIANCE RV,TC,RV Trailer recalled by ALLIANCE RV,Label,RV Trailer,2025-04-16,2025-06-20 15:13:01.237253
77320,Frozen Chopped Cilantro recalled due to pieces of wood,CFIA,Frozen Chopped Cilantro,Extraneous Material,Herbs and spices,2025-04-16,2025-06-20 15:13:01.237253
77330,Umyum brand Plantbased Cashew Butter recalled due to Salmonella,CFIA,Plantbased Cashew Butter,Salmonella,Other,2025-04-16,2025-06-20 15:13:01.237253
77246,"Transport Canada Recall - 2025160 - NINEBOT (CHANGZHOU) TECH CO., LTD",TC,"Restricted-Use Vehicle recalled by NINEBOT (CHANGZHOU) TECH CO., LTD",Suspension,Restricted-Use Vehicle,2025-04-15,2025-06-20 15:13:01.237253
77252,Welch Allyn Connex Vital Signs Monitor and Electrocardiograph,Medical devices,Welch Allyn Connex Vital Signs Monitor and Electrocardiograph,Performance,Cardiovascular - General hospital and personal use,2025-04-15,2025-06-20 15:13:01.237253
77278,Life Brand Timed Release Melatonin 10mg: Some lots are labelled with incorrect dosing instructions.,Drugs and health products,Life Brand Timed Release Melatonin 10mg,Labelling,Natural health products,2025-04-15,2025-06-20 15:13:01.237253
77279,Riva Acetaminophen 500mg : Affected lot may contain 325mg Acetaminophen tablets,Drugs and health products,Riva Acetaminophen Caplet 500mg,Product quality,Drugs,2025-04-15,2025-06-20 15:13:01.237253
77285,Transport Canada Recall - 2025173 - HONDA,TC,Motorcycle recalled by HONDA,Lights And Instruments,Motorcycle,2025-04-15,2025-06-20 15:13:01.237253
77286,Transport Canada Recall - 2025175 - VOLVO TRUCKS,TC,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Lights And Instruments,Truck - Med. & H.D.,2025-04-15,2025-06-20 15:13:01.237253
77287,Transport Canada Recall - 2025176 - NOVA BUS,TC,Bus recalled by NOVA BUS,Electrical,Bus,2025-04-15,2025-06-20 15:13:01.237253
77288,Transport Canada Recall - 2025178 - ISUZU,TC,Truck - Med. & H.D. recalled by ISUZU,High Voltage,Truck - Med. & H.D.,2025-04-15,2025-06-20 15:13:01.237253
77289,Transport Canada Recall - 2025179 - MICRO BIRD,TC,Bus recalled by MICRO BIRD,Suspension,Bus,2025-04-15,2025-06-20 15:13:01.237253
77290,Transport Canada Recall - 2025180 - MICRO BIRD,TC,School Bus recalled by MICRO BIRD,Suspension,School Bus,2025-04-15,2025-06-20 15:13:01.237253
77291,Transport Canada Recall - 2025182 - PORSCHE,TC,SUV recalled by PORSCHE,Visual System,SUV,2025-04-15,2025-06-20 15:13:01.237253
77292,Transport Canada Recall - 2025183 - MCLAREN,TC,Car recalled by MCLAREN,Brakes,Car,2025-04-15,2025-06-20 15:13:01.237253
77293,Transport Canada Recall - 2025188 - FOREST RIVER,TC,RV Trailer recalled by FOREST RIVER,Other,RV Trailer,2025-04-15,2025-06-20 15:13:01.237253
77294,Transport Canada Recall - 2025189 - FOREST RIVER,TC,RV Trailer recalled by FOREST RIVER,Other,RV Trailer,2025-04-15,2025-06-20 15:13:01.237253
77295,Transport Canada Recall - 2025199 - FORD,TC,SUV recalled by FORD,Visual System,SUV - Light Truck & Van,2025-04-15,2025-06-20 15:13:01.237253
77296,Transport Canada Recall - 2025200 - FORD,TC,SUV recalled by FORD,Structure,Light Truck & Van - SUV,2025-04-15,2025-06-20 15:13:01.237253
73367,Unauthorized workout supplements may pose serious health risks,Communications and Public Affairs Branch,Various unauthorized health products promoted as a workout aid,Unauthorized product,Drugs,2025-04-14,2025-06-20 15:13:01.237253
77169,Transport Canada Recall - 2025139 - FORD,TC,Light Truck & Van recalled by FORD,Electrical,SUV - Light Truck & Van,2025-04-14,2025-06-20 15:13:01.237253
77199,Transport Canada Recall - 2025133 - FORD,TC,Truck - Med. & H.D. recalled by FORD,Powertrain,Light Truck & Van - Truck - Med. & H.D.,2025-04-14,2025-06-20 15:13:01.237253
77275,Unauthorized injectable peptide drugs sold by Prime Research may pose serious health risks,Communications and Public Affairs Branch,Unauthorized injectable peptide drugs,Unauthorized product - Product safety,Drugs,2025-04-14,2025-06-20 15:13:01.237253
77270,Cuisine Fraicheur Urbaine brand Black Forest Ham Sandwich recalled due to Listeria monocytogenes,CFIA,Black Forest Ham Sandwich,Listeria,Processed,2025-04-12,2025-06-20 15:13:01.237253
77253,Baxter Corporation Reusable Blood Pressure Cuffs ,Medical devices,Baxter Corporation Reusable Blood Pressure Cuffs ,Labelling and packaging,Cardiovascular,2025-04-11,2025-06-20 15:13:01.237253
77258,HARPPA 4-in-1 Convertible High chair for Babies and Toddlers  recalled due to entrapment and fall hazards,Consumer product safety,HARPPA 4-in-1 Convertible High chair for Babies and Toddlers,Fall hazard - Entrapment hazard,Household items,2025-04-11,2025-06-20 15:13:01.237253
77263,Medline Sterile Water and Sterile 0.9% Normal Saline Bottles ,Medical devices,Medline Sterile Water and Sterile 0.9% Normal Saline Bottles ,Sterility,General and plastic surgery - General hospital and personal use,2025-04-11,2025-06-20 15:13:01.237253
77266,NRA-Quetiapine XR: Some lots exceed the intake limit of N-nitroso-desalkyl-quetiapine (NDAQ),Drugs and health products,NRA-Quetiapine XR,Product quality,Drugs,2025-04-11,2025-06-20 15:13:01.237253
77271,Transport Canada Recall - 2025184 - VOLKSWAGEN,TC,SUV recalled by VOLKSWAGEN,Visual System,SUV,2025-04-11,2025-06-20 15:13:01.237253
77272,Transport Canada Recall - 2025190 - GENERAL MOTORS,TC,SUV recalled by GENERAL MOTORS,Suspension,SUV,2025-04-11,2025-06-20 15:13:01.237253
77274,Various brands of soup and sauce recalled due to pieces of wood,CFIA,"Thai Chicken Soup, Chicken Thai Soup, Lime Crema, Coconut Chicken Thai Soup",Extraneous Material,Other,2025-04-11,2025-06-20 15:13:01.237253
77243,Fisher-Price 3-in-1 SnugaPuppy Activity Center recalled due to choking hazard  ,Consumer product safety,Fisher-Price 3-in-1 SnugaPuppy Activity Center,Choking hazard,Toys and games,2025-04-10,2025-06-20 15:13:01.237253
77244,Fisher-Price Brunch and Go Stroller Toy recalled due to choking hazard ,Consumer product safety,Fisher-Price Brunch and Go Stroller Toy,Choking hazard,Toys and games,2025-04-10,2025-06-20 15:13:01.237253
77254,"Carestation 620, 650 and 750 ",Medical devices,"Carestation 620, 650 and 750 ",Performance,Anaesthesiology,2025-04-10,2025-06-20 15:13:01.237253
77255,Vasoview Hemopro 2 Endoscopic Vessel Harvesting System,Medical devices,Vasoview Hemopro 2 Endoscopic Vessel Harvesting System,Performance,General and plastic surgery,2025-04-10,2025-06-20 15:13:01.237253
77259,HistoCore PELORIS 3,Medical devices,HistoCore PELORIS 3,Performance,Pathology,2025-04-10,2025-06-20 15:13:01.237253
77262,Tearaway Microslide Introducer Kit,Medical devices,Tearaway Microslide Introducer Kit,Sterility,Cardiovascular,2025-04-10,2025-06-20 15:13:01.237253
77265,JHAÖQIA brand Taiwanese Style Rice Crackers (Egg Yolk Flavor) recalled due to undeclared peanut,CFIA,Taiwanese Style Rice Crackers (Egg Yolk Flavor),Peanut,"Candy, confectionary, snacks and sweeteners",2025-04-10,2025-06-20 15:13:01.237253
